Date,Forecasted_Sales,Lower_Bound,Upper_Bound
2018-12-31,2507.892673561433,-218.386999309429,5035.482355634117
2019-01-01,2761.9426505605743,181.86633859612692,5739.715543584521
2019-01-02,2209.542203470139,-711.4959311488847,4948.773600740133
2019-01-03,1548.7781405524297,-1233.5624742026544,4183.48401231003
2019-01-04,2121.992395979121,-517.814972153691,4817.194696343044
2019-01-05,2487.7528925133233,-413.6011559548928,5177.644983039742
2019-01-06,2206.0687810563095,-505.37116884015046,5068.302365892229
